temperature[F],precipitation[cm/hour],wind[km/hour],j,d_j
13.3,31.99,3.16,4,94
13.3,31.99,3.16,5,137
13.3,31.99,3.16,6,123
13.3,31.99,3.16,7,83
13.3,31.99,3.16,8,155
13.3,31.99,3.16,9,160
13.3,31.99,3.16,10,101
51.1,56.09,0.93,1,161
51.1,56.09,0.93,2,132
51.1,56.09,0.93,3,113
51.1,56.09,0.93,4,114
51.1,56.09,0.93,5,160
51.1,56.09,0.93,6,154
51.1,56.09,0.93,7,101
51.1,56.09,0.93,8,182
51.1,56.09,0.93,9,197
51.1,56.09,0.93,10,127
45.0,30.12,2.91,1,160
45.0,30.12,2.91,2,134
45.0,30.12,2.91,3,116
45.0,30.12,2.91,4,125
45.0,30.12,2.91,5,175
45.0,30.12,2.91,6,164
45.0,30.12,2.91,7,105
45.0,30.12,2.91,8,191
45.0,30.12,2.91,9,202
45.0,30.12,2.91,10,134
43.8,1.7,3.65,1,182
43.8,1.7,3.65,2,159
43.8,1.7,3.65,3,131
43.8,1.7,3.65,4,141
43.8,1.7,3.65,5,192
43.8,1.7,3.65,6,175
43.8,1.7,3.65,7,119
43.8,1.7,3.65,8,216
43.8,1.7,3.65,9,226
43.8,1.7,3.65,10,156
72.0,51.41,2.73,1,170
72.0,51.41,2.73,2,145
72.0,51.41,2.73,3,119
72.0,51.41,2.73,4,131
72.0,51.41,2.73,5,178
72.0,51.41,2.73,6,169
72.0,51.41,2.73,7,116
72.0,51.41,2.73,8,201
72.0,51.41,2.73,9,213
72.0,51.41,2.73,10,140
28.1,10.79,2.58,1,164
28.1,10.79,2.58,2,144
28.1,10.79,2.58,3,123
28.1,10.79,2.58,4,119
28.1,10.79,2.58,5,177
28.1,10.79,2.58,6,166
28.1,10.79,2.58,7,113
28.1,10.79,2.58,8,197
28.1,10.79,2.58,9,207
28.1,10.79,2.58,10,131
56.8,3.28,3.12,1,205
56.8,3.28,3.12,2,166
56.8,3.28,3.12,3,145
56.8,3.28,3.12,4,156
56.8,3.28,3.12,5,206
56.8,3.28,3.12,6,197
56.8,3.28,3.12,7,129
56.8,3.28,3.12,8,237
56.8,3.28,3.12,9,259
56.8,3.28,3.12,10,168
73.0,29.07,3.39,1,190
73.0,29.07,3.39,2,162
73.0,29.07,3.39,3,141
73.0,29.07,3.39,4,144
73.0,29.07,3.39,5,201
73.0,29.07,3.39,6,187
73.0,29.07,3.39,7,129
73.0,29.07,3.39,8,226
73.0,29.07,3.39,9,234
73.0,29.07,3.39,10,159
48.1,10.6,4.86,1,171
48.1,10.6,4.86,2,148
48.1,10.6,4.86,3,121
48.1,10.6,4.86,4,130
48.1,10.6,4.86,5,176
48.1,10.6,4.86,6,170
48.1,10.6,4.86,7,114
48.1,10.6,4.86,8,199
48.1,10.6,4.86,9,217
48.1,10.6,4.86,10,142
60.6,13.07,3.13,1,196
60.6,13.07,3.13,2,170
60.6,13.07,3.13,3,145
60.6,13.07,3.13,4,150
60.6,13.07,3.13,5,202
60.6,13.07,3.13,6,187
60.6,13.07,3.13,7,124
60.6,13.07,3.13,8,230
60.6,13.07,3.13,9,248
60.6,13.07,3.13,10,162
98.9,40.27,3.9,1,194
98.9,40.27,3.9,2,172
98.9,40.27,3.9,3,143
98.9,40.27,3.9,4,152
98.9,40.27,3.9,5,204
98.9,40.27,3.9,6,190
98.9,40.27,3.9,7,135
98.9,40.27,3.9,8,229
98.9,40.27,3.9,9,243
98.9,40.27,3.9,10,163
71.3,12.09,1.18,1,232
71.3,12.09,1.18,2,189
71.3,12.09,1.18,3,170
71.3,12.09,1.18,4,175
71.3,12.09,1.18,5,242
71.3,12.09,1.18,6,222
71.3,12.09,1.18,7,154
71.3,12.09,1.18,8,274
71.3,12.09,1.18,9,282
71.3,12.09,1.18,10,193
41.7,17.86,3.39,1,171
41.7,17.86,3.39,2,140
41.7,17.86,3.39,3,125
41.7,17.86,3.39,4,124
41.7,17.86,3.39,5,175
41.7,17.86,3.39,6,163
41.7,17.86,3.39,7,112
41.7,17.86,3.39,8,194
41.7,17.86,3.39,9,210
41.7,17.86,3.39,10,135
11.6,56.31,2.42,1,109
11.6,56.31,2.42,2,93
11.6,56.31,2.42,3,83
11.6,56.31,2.42,4,82
11.6,56.31,2.42,5,117
11.6,56.31,2.42,6,106
11.6,56.31,2.42,7,74
11.6,56.31,2.42,8,126
11.6,56.31,2.42,9,144
11.6,56.31,2.42,10,97
17.3,39.89,1.35,1,135
17.3,39.89,1.35,2,116
17.3,39.89,1.35,3,93
17.3,39.89,1.35,4,105
17.3,39.89,1.35,5,142
17.3,39.89,1.35,6,135
17.3,39.89,1.35,7,93
17.3,39.89,1.35,8,161
17.3,39.89,1.35,9,167
17.3,39.89,1.35,10,113
20.8,51.26,3.98,1,114
20.8,51.26,3.98,2,92
20.8,51.26,3.98,3,88
20.8,51.26,3.98,4,88
20.8,51.26,3.98,5,122
20.8,51.26,3.98,6,108
20.8,51.26,3.98,7,80
20.8,51.26,3.98,8,137
20.8,51.26,3.98,9,146
20.8,51.26,3.98,10,100
18.6,23.45,3.23,1,136
18.6,23.45,3.23,2,117
18.6,23.45,3.23,3,96
18.6,23.45,3.23,4,101
18.6,23.45,3.23,5,142
18.6,23.45,3.23,6,137
18.6,23.45,3.23,7,96
18.6,23.45,3.23,8,160
18.6,23.45,3.23,9,180
18.6,23.45,3.23,10,111
96.0,28.45,4.54,1,204
96.0,28.45,4.54,2,169
96.0,28.45,4.54,3,152
96.0,28.45,4.54,4,148
96.0,28.45,4.54,5,216
96.0,28.45,4.54,6,195
96.0,28.45,4.54,7,133
96.0,28.45,4.54,8,238
96.0,28.45,4.54,9,258
96.0,28.45,4.54,10,169
48.7,34.69,2.74,1,166
48.7,34.69,2.74,2,142
48.7,34.69,2.74,3,120
48.7,34.69,2.74,4,127
48.7,34.69,2.74,5,174
48.7,34.69,2.74,6,155
48.7,34.69,2.74,7,104
48.7,34.69,2.74,8,190
48.7,34.69,2.74,9,208
48.7,34.69,2.74,10,134
31.8,55.76,2.22,1,137
31.8,55.76,2.22,2,106
31.8,55.76,2.22,3,100
31.8,55.76,2.22,4,103
31.8,55.76,2.22,5,140
31.8,55.76,2.22,6,124
31.8,55.76,2.22,7,86
31.8,55.76,2.22,8,150
31.8,55.76,2.22,9,165
31.8,55.76,2.22,10,109
59.4,34.82,1.21,1,190
59.4,34.82,1.21,2,160
59.4,34.82,1.21,3,139
59.4,34.82,1.21,4,145
59.4,34.82,1.21,5,198
59.4,34.82,1.21,6,186
59.4,34.82,1.21,7,124
59.4,34.82,1.21,8,216
59.4,34.82,1.21,9,233
59.4,34.82,1.21,10,159
81.0,38.6,4.63,1,182
81.0,38.6,4.63,2,144
81.0,38.6,4.63,3,127
81.0,38.6,4.63,4,135
81.0,38.6,4.63,5,182
81.0,38.6,4.63,6,168
81.0,38.6,4.63,7,120
81.0,38.6,4.63,8,210
81.0,38.6,4.63,9,217
81.0,38.6,4.63,10,147
60.8,15.84,4.85,1,176
60.8,15.84,4.85,2,152
60.8,15.84,4.85,3,130
60.8,15.84,4.85,4,134
60.8,15.84,4.85,5,184
60.8,15.84,4.85,6,168
60.8,15.84,4.85,7,114
60.8,15.84,4.85,8,206
60.8,15.84,4.85,9,220
60.8,15.84,4.85,10,150
49.1,20.59,4.32,1,163
49.1,20.59,4.32,2,142
49.1,20.59,4.32,3,115
49.1,20.59,4.32,4,124
49.1,20.59,4.32,5,174
49.1,20.59,4.32,6,162
49.1,20.59,4.32,7,110
49.1,20.59,4.32,8,194
49.1,20.59,4.32,9,205
49.1,20.59,4.32,10,135
86.8,23.92,1.3,1,227
86.8,23.92,1.3,2,199
86.8,23.92,1.3,3,166
86.8,23.92,1.3,4,174
86.8,23.92,1.3,5,241
86.8,23.92,1.3,6,222
86.8,23.92,1.3,7,152
86.8,23.92,1.3,8,273
86.8,23.92,1.3,9,289
86.8,23.92,1.3,10,188
55.9,58.68,2.57,1,144
55.9,58.68,2.57,2,123
55.9,58.68,2.57,3,108
55.9,58.68,2.57,4,116
55.9,58.68,2.57,5,149
55.9,58.68,2.57,6,144
55.9,58.68,2.57,7,99
55.9,58.68,2.57,8,175
55.9,58.68,2.57,9,186
55.9,58.68,2.57,10,125
87.1,27.07,2.6,1,220
87.1,27.07,2.6,2,183
87.1,27.07,2.6,3,155
87.1,27.07,2.6,4,162
87.1,27.07,2.6,5,222
87.1,27.07,2.6,6,205
87.1,27.07,2.6,7,145
87.1,27.07,2.6,8,249
87.1,27.07,2.6,9,265
87.1,27.07,2.6,10,172
72.4,31.99,1.02,1,211
72.4,31.99,1.02,2,174
72.4,31.99,1.02,3,152
72.4,31.99,1.02,4,155
72.4,31.99,1.02,5,220
72.4,31.99,1.02,6,197
72.4,31.99,1.02,7,132
72.4,31.99,1.02,8,244
72.4,31.99,1.02,9,257
72.4,31.99,1.02,10,172
82.6,2.34,0.16,1,268
82.6,2.34,0.16,2,227
82.6,2.34,0.16,3,191
82.6,2.34,0.16,4,194
82.6,2.34,0.16,5,273
82.6,2.34,0.16,6,258
82.6,2.34,0.16,7,175
82.6,2.34,0.16,8,316
82.6,2.34,0.16,9,333
82.6,2.34,0.16,10,223
30.7,57.13,4.16,1,121
30.7,57.13,4.16,2,100
30.7,57.13,4.16,3,81
30.7,57.13,4.16,4,86
30.7,57.13,4.16,5,125
30.7,57.13,4.16,6,112
30.7,57.13,4.16,7,76
30.7,57.13,4.16,8,137
30.7,57.13,4.16,9,145
30.7,57.13,4.16,10,101
34.5,44.02,1.2,1,154
34.5,44.02,1.2,2,124
34.5,44.02,1.2,3,112
34.5,44.02,1.2,4,112
34.5,44.02,1.2,5,153
34.5,44.02,1.2,6,151
34.5,44.02,1.2,7,98
34.5,44.02,1.2,8,178
34.5,44.02,1.2,9,192
34.5,44.02,1.2,10,124
21.4,15.07,2.05,1,160
21.4,15.07,2.05,2,132
21.4,15.07,2.05,3,108
21.4,15.07,2.05,4,122
21.4,15.07,2.05,5,168
21.4,15.07,2.05,6,157
21.4,15.07,2.05,7,100
21.4,15.07,2.05,8,185
21.4,15.07,2.05,9,199
21.4,15.07,2.05,10,131
91.7,6.39,3.41,1,236
91.7,6.39,3.41,2,200
91.7,6.39,3.41,3,166
91.7,6.39,3.41,4,180
91.7,6.39,3.41,5,251
91.7,6.39,3.41,6,226
91.7,6.39,3.41,7,156
91.7,6.39,3.41,8,277
91.7,6.39,3.41,9,298
91.7,6.39,3.41,10,195
40.4,18.08,4.27,1,159
40.4,18.08,4.27,2,131
40.4,18.08,4.27,3,113
40.4,18.08,4.27,4,119
40.4,18.08,4.27,5,165
40.4,18.08,4.27,6,154
40.4,18.08,4.27,7,103
40.4,18.08,4.27,8,185
40.4,18.08,4.27,9,206
40.4,18.08,4.27,10,134
75.7,29.11,4.64,1,180
75.7,29.11,4.64,2,151
75.7,29.11,4.64,3,132
75.7,29.11,4.64,4,135
75.7,29.11,4.64,5,192
75.7,29.11,4.64,6,172
75.7,29.11,4.64,7,117
75.7,29.11,4.64,8,209
75.7,29.11,4.64,9,233
75.7,29.11,4.64,10,155
43.5,47.94,2.24,1,145
43.5,47.94,2.24,2,130
43.5,47.94,2.24,3,103
43.5,47.94,2.24,4,116
43.5,47.94,2.24,5,154
43.5,47.94,2.24,6,142
43.5,47.94,2.24,7,93
43.5,47.94,2.24,8,181
43.5,47.94,2.24,9,191
43.5,47.94,2.24,10,122
58.8,16.06,3.1,1,197
58.8,16.06,3.1,2,159
58.8,16.06,3.1,3,133
58.8,16.06,3.1,4,144
58.8,16.06,3.1,5,201
58.8,16.06,3.1,6,182
58.8,16.06,3.1,7,121
58.8,16.06,3.1,8,223
58.8,16.06,3.1,9,240
58.8,16.06,3.1,10,160
39.8,4.37,3.46,1,178
39.8,4.37,3.46,2,149
39.8,4.37,3.46,3,124
39.8,4.37,3.46,4,132
39.8,4.37,3.46,5,183
39.8,4.37,3.46,6,174
39.8,4.37,3.46,7,119
39.8,4.37,3.46,8,208
39.8,4.37,3.46,9,228
39.8,4.37,3.46,10,143
12.9,37.11,3.67,1,120
12.9,37.11,3.67,2,100
12.9,37.11,3.67,3,87
12.9,37.11,3.67,4,89
12.9,37.11,3.67,5,128
12.9,37.11,3.67,6,117
12.9,37.11,3.67,7,76
12.9,37.11,3.67,8,146
12.9,37.11,3.67,9,147
12.9,37.11,3.67,10,101
52.5,42.68,1.8,1,170
52.5,42.68,1.8,2,139
52.5,42.68,1.8,3,117
52.5,42.68,1.8,4,126
52.5,42.68,1.8,5,173
52.5,42.68,1.8,6,164
52.5,42.68,1.8,7,106
52.5,42.68,1.8,8,194
52.5,42.68,1.8,9,212
52.5,42.68,1.8,10,140
63.3,46.08,3.59,1,166
63.3,46.08,3.59,2,134
63.3,46.08,3.59,3,113
63.3,46.08,3.59,4,116
63.3,46.08,3.59,5,166
63.3,46.08,3.59,6,157
63.3,46.08,3.59,7,111
63.3,46.08,3.59,8,194
63.3,46.08,3.59,9,201
63.3,46.08,3.59,10,130
13.9,10.85,1.54,1,153
13.9,10.85,1.54,2,132
13.9,10.85,1.54,3,114
13.9,10.85,1.54,4,113
13.9,10.85,1.54,5,159
13.9,10.85,1.54,6,154
13.9,10.85,1.54,7,104
13.9,10.85,1.54,8,186
13.9,10.85,1.54,9,198
13.9,10.85,1.54,10,130
28.9,31.54,0.83,1,158
28.9,31.54,0.83,2,131
28.9,31.54,0.83,3,114
28.9,31.54,0.83,4,118
28.9,31.54,0.83,5,171
28.9,31.54,0.83,6,156
28.9,31.54,0.83,7,106
28.9,31.54,0.83,8,186
28.9,31.54,0.83,9,203
28.9,31.54,0.83,10,133
54.8,0.0,3.35,1,207
54.8,0.0,3.35,2,172
54.8,0.0,3.35,3,148
54.8,0.0,3.35,4,154
54.8,0.0,3.35,5,204
54.8,0.0,3.35,6,192
54.8,0.0,3.35,7,127
54.8,0.0,3.35,8,237
54.8,0.0,3.35,9,249
54.8,0.0,3.35,10,164
61.0,9.62,2.81,1,205
61.0,9.62,2.81,2,168
61.0,9.62,2.81,3,146
61.0,9.62,2.81,4,154
61.0,9.62,2.81,5,217
61.0,9.62,2.81,6,202
61.0,9.62,2.81,7,134
61.0,9.62,2.81,8,239
61.0,9.62,2.81,9,253
61.0,9.62,2.81,10,165
30.7,25.99,3.32,1,152
30.7,25.99,3.32,2,125
30.7,25.99,3.32,3,113
30.7,25.99,3.32,4,109
30.7,25.99,3.32,5,159
30.7,25.99,3.32,6,145
30.7,25.99,3.32,7,96
30.7,25.99,3.32,8,177
30.7,25.99,3.32,9,187
30.7,25.99,3.32,10,127
56.4,29.66,2.6,1,180
56.4,29.66,2.6,2,147
56.4,29.66,2.6,3,124
56.4,29.66,2.6,4,135
56.4,29.66,2.6,5,187
56.4,29.66,2.6,6,175
56.4,29.66,2.6,7,113
56.4,29.66,2.6,8,207
56.4,29.66,2.6,9,219
56.4,29.66,2.6,10,147
70.4,54.32,1.32,1,178
70.4,54.32,1.32,2,151
70.4,54.32,1.32,3,127
70.4,54.32,1.32,4,135
70.4,54.32,1.32,5,184
70.4,54.32,1.32,6,166
70.4,54.32,1.32,7,110
70.4,54.32,1.32,8,207
70.4,54.32,1.32,9,225
70.4,54.32,1.32,10,146
37.6,47.19,1.03,1,158
37.6,47.19,1.03,2,129
37.6,47.19,1.03,3,106
37.6,47.19,1.03,4,109
37.6,47.19,1.03,5,157
37.6,47.19,1.03,6,143
37.6,47.19,1.03,7,97
37.6,47.19,1.03,8,174
37.6,47.19,1.03,9,189
37.6,47.19,1.03,10,121
51.2,35.37,3.99,1,156
51.2,35.37,3.99,2,135
51.2,35.37,3.99,3,114
51.2,35.37,3.99,4,117
51.2,35.37,3.99,5,164
51.2,35.37,3.99,6,152
51.2,35.37,3.99,7,100
51.2,35.37,3.99,8,188
51.2,35.37,3.99,9,196
51.2,35.37,3.99,10,132
26.2,27.35,2.96,1,148
26.2,27.35,2.96,2,125
26.2,27.35,2.96,3,105
26.2,27.35,2.96,4,114
26.2,27.35,2.96,5,157
26.2,27.35,2.96,6,145
26.2,27.35,2.96,7,96
26.2,27.35,2.96,8,176
26.2,27.35,2.96,9,186
26.2,27.35,2.96,10,118
25.8,41.53,4.28,1,127
25.8,41.53,4.28,2,105
25.8,41.53,4.28,3,89
25.8,41.53,4.28,4,99
25.8,41.53,4.28,5,136
25.8,41.53,4.28,6,121
25.8,41.53,4.28,7,79
25.8,41.53,4.28,8,152
25.8,41.53,4.28,9,161
25.8,41.53,4.28,10,101
65.2,8.27,1.69,1,221
65.2,8.27,1.69,2,181
65.2,8.27,1.69,3,157
65.2,8.27,1.69,4,164
65.2,8.27,1.69,5,232
65.2,8.27,1.69,6,213
65.2,8.27,1.69,7,142
65.2,8.27,1.69,8,263
65.2,8.27,1.69,9,274
65.2,8.27,1.69,10,184
67.2,34.54,0.96,1,201
67.2,34.54,0.96,2,163
67.2,34.54,0.96,3,148
67.2,34.54,0.96,4,150
67.2,34.54,0.96,5,207
67.2,34.54,0.96,6,195
67.2,34.54,0.96,7,132
67.2,34.54,0.96,8,236
67.2,34.54,0.96,9,252
67.2,34.54,0.96,10,168
21.3,56.9,1.04,1,127
21.3,56.9,1.04,2,110
21.3,56.9,1.04,3,89
21.3,56.9,1.04,4,90
21.3,56.9,1.04,5,128
21.3,56.9,1.04,6,127
21.3,56.9,1.04,7,84
21.3,56.9,1.04,8,154
21.3,56.9,1.04,9,161
21.3,56.9,1.04,10,102
98.2,15.87,0.08,1,272
98.2,15.87,0.08,2,229
98.2,15.87,0.08,3,194
98.2,15.87,0.08,4,197
98.2,15.87,0.08,5,276
98.2,15.87,0.08,6,263
98.2,15.87,0.08,7,174
98.2,15.87,0.08,8,319
98.2,15.87,0.08,9,336
98.2,15.87,0.08,10,220
51.3,33.24,2.27,1,176
51.3,33.24,2.27,2,146
51.3,33.24,2.27,3,121
51.3,33.24,2.27,4,130
51.3,33.24,2.27,5,176
51.3,33.24,2.27,6,162
51.3,33.24,2.27,7,111
51.3,33.24,2.27,8,198
51.3,33.24,2.27,9,212
51.3,33.24,2.27,10,139
22.4,7.09,0.26,1,178
22.4,7.09,0.26,2,153
22.4,7.09,0.26,3,129
22.4,7.09,0.26,4,138
22.4,7.09,0.26,5,189
22.4,7.09,0.26,6,170
22.4,7.09,0.26,7,112
22.4,7.09,0.26,8,213
22.4,7.09,0.26,9,229
22.4,7.09,0.26,10,149
28.3,20.83,1.38,1,166
28.3,20.83,1.38,2,136
28.3,20.83,1.38,3,119
28.3,20.83,1.38,4,119
28.3,20.83,1.38,5,169
28.3,20.83,1.38,6,165
28.3,20.83,1.38,7,112
28.3,20.83,1.38,8,199
28.3,20.83,1.38,9,206
28.3,20.83,1.38,10,134
66.7,36.62,1.37,1,197
66.7,36.62,1.37,2,163
66.7,36.62,1.37,3,135
66.7,36.62,1.37,4,147
66.7,36.62,1.37,5,199
66.7,36.62,1.37,6,183
66.7,36.62,1.37,7,129
66.7,36.62,1.37,8,228
66.7,36.62,1.37,9,238
66.7,36.62,1.37,10,159
85.5,27.98,3.72,1,199
85.5,27.98,3.72,2,171
85.5,27.98,3.72,3,142
85.5,27.98,3.72,4,151
85.5,27.98,3.72,5,208
85.5,27.98,3.72,6,201
85.5,27.98,3.72,7,128
85.5,27.98,3.72,8,237
85.5,27.98,3.72,9,253
85.5,27.98,3.72,10,165
39.6,5.44,1.37,1,192
39.6,5.44,1.37,2,168
39.6,5.44,1.37,3,140
39.6,5.44,1.37,4,146
39.6,5.44,1.37,5,202
39.6,5.44,1.37,6,188
39.6,5.44,1.37,7,126
39.6,5.44,1.37,8,224
39.6,5.44,1.37,9,244
39.6,5.44,1.37,10,162
23.9,0.82,0.12,1,185
23.9,0.82,0.12,2,160
23.9,0.82,0.12,3,132
23.9,0.82,0.12,4,137
23.9,0.82,0.12,5,192
23.9,0.82,0.12,6,186
23.9,0.82,0.12,7,122
23.9,0.82,0.12,8,224
23.9,0.82,0.12,9,231
23.9,0.82,0.12,10,150
66.8,48.17,2.63,1,168
66.8,48.17,2.63,2,141
66.8,48.17,2.63,3,125
66.8,48.17,2.63,4,129
66.8,48.17,2.63,5,179
66.8,48.17,2.63,6,166
66.8,48.17,2.63,7,110
66.8,48.17,2.63,8,199
66.8,48.17,2.63,9,215
66.8,48.17,2.63,10,137
39.3,35.44,3.78,1,149
39.3,35.44,3.78,2,120
39.3,35.44,3.78,3,110
39.3,35.44,3.78,4,115
39.3,35.44,3.78,5,154
39.3,35.44,3.78,6,140
39.3,35.44,3.78,7,92
39.3,35.44,3.78,8,170
39.3,35.44,3.78,9,180
39.3,35.44,3.78,10,124
88.8,5.13,3.04,1,243
88.8,5.13,3.04,2,206
88.8,5.13,3.04,3,176
88.8,5.13,3.04,4,174
88.8,5.13,3.04,5,246
88.8,5.13,3.04,6,238
88.8,5.13,3.04,7,160
88.8,5.13,3.04,8,282
88.8,5.13,3.04,9,303
88.8,5.13,3.04,10,200
47.0,2.9,2.5,1,199
47.0,2.9,2.5,2,169
47.0,2.9,2.5,3,138
47.0,2.9,2.5,4,146
47.0,2.9,2.5,5,203
47.0,2.9,2.5,6,189
47.0,2.9,2.5,7,133
47.0,2.9,2.5,8,227
47.0,2.9,2.5,9,241
47.0,2.9,2.5,10,164
47.2,11.93,3.44,1,181
47.2,11.93,3.44,2,151
47.2,11.93,3.44,3,128
47.2,11.93,3.44,4,132
47.2,11.93,3.44,5,191
47.2,11.93,3.44,6,177
47.2,11.93,3.44,7,120
47.2,11.93,3.44,8,207
47.2,11.93,3.44,9,222
47.2,11.93,3.44,10,149
33.8,31.31,1.96,1,155
33.8,31.31,1.96,2,135
33.8,31.31,1.96,3,111
33.8,31.31,1.96,4,117
33.8,31.31,1.96,5,163
33.8,31.31,1.96,6,150
33.8,31.31,1.96,7,99
33.8,31.31,1.96,8,186
33.8,31.31,1.96,9,198
33.8,31.31,1.96,10,132
51.6,53.76,1.56,1,153
51.6,53.76,1.56,2,136
51.6,53.76,1.56,3,115
51.6,53.76,1.56,4,112
51.6,53.76,1.56,5,167
51.6,53.76,1.56,6,153
51.6,53.76,1.56,7,99
51.6,53.76,1.56,8,179
51.6,53.76,1.56,9,196
51.6,53.76,1.56,10,133
82.9,10.49,0.07,1,253
82.9,10.49,0.07,2,215
82.9,10.49,0.07,3,188
82.9,10.49,0.07,4,191
82.9,10.49,0.07,5,268
82.9,10.49,0.07,6,254
82.9,10.49,0.07,7,163
82.9,10.49,0.07,8,304
82.9,10.49,0.07,9,324
82.9,10.49,0.07,10,206
44.5,1.21,1.67,1,206
44.5,1.21,1.67,2,175
44.5,1.21,1.67,3,142
44.5,1.21,1.67,4,153
44.5,1.21,1.67,5,213
44.5,1.21,1.67,6,194
44.5,1.21,1.67,7,138
44.5,1.21,1.67,8,233
44.5,1.21,1.67,9,248
44.5,1.21,1.67,10,161
48.1,42.41,2.9,1,160
48.1,42.41,2.9,2,126
48.1,42.41,2.9,3,109
48.1,42.41,2.9,4,121
48.1,42.41,2.9,5,164
48.1,42.41,2.9,6,153
48.1,42.41,2.9,7,98
48.1,42.41,2.9,8,180
48.1,42.41,2.9,9,197
48.1,42.41,2.9,10,128
13.4,29.7,0.49,1,145
13.4,29.7,0.49,2,125
13.4,29.7,0.49,3,109
13.4,29.7,0.49,4,109
13.4,29.7,0.49,5,151
13.4,29.7,0.49,6,144
13.4,29.7,0.49,7,95
13.4,29.7,0.49,8,176
13.4,29.7,0.49,9,179
13.4,29.7,0.49,10,123
70.3,25.13,0.83,1,220
70.3,25.13,0.83,2,185
70.3,25.13,0.83,3,160
70.3,25.13,0.83,4,155
70.3,25.13,0.83,5,222
70.3,25.13,0.83,6,207
70.3,25.13,0.83,7,136
70.3,25.13,0.83,8,248
70.3,25.13,0.83,9,268
70.3,25.13,0.83,10,172
91.3,25.84,0.07,1,242
91.3,25.84,0.07,2,205
91.3,25.84,0.07,3,179
91.3,25.84,0.07,4,183
91.3,25.84,0.07,5,253
91.3,25.84,0.07,6,236
91.3,25.84,0.07,7,166
91.3,25.84,0.07,8,284
91.3,25.84,0.07,9,312
91.3,25.84,0.07,10,200
81.3,32.64,2.43,1,208
81.3,32.64,2.43,2,175
81.3,32.64,2.43,3,143
81.3,32.64,2.43,4,149
81.3,32.64,2.43,5,207
81.3,32.64,2.43,6,193
81.3,32.64,2.43,7,130
81.3,32.64,2.43,8,236
81.3,32.64,2.43,9,252
81.3,32.64,2.43,10,170
43.3,43.15,3.48,1,147
43.3,43.15,3.48,2,125
43.3,43.15,3.48,3,104
43.3,43.15,3.48,4,112
43.3,43.15,3.48,5,152
43.3,43.15,3.48,6,146
43.3,43.15,3.48,7,91
43.3,43.15,3.48,8,172
43.3,43.15,3.48,9,178
43.3,43.15,3.48,10,125
94.9,41.39,1.23,1,221
94.9,41.39,1.23,2,183
94.9,41.39,1.23,3,154
94.9,41.39,1.23,4,165
94.9,41.39,1.23,5,228
94.9,41.39,1.23,6,212
94.9,41.39,1.23,7,140
94.9,41.39,1.23,8,258
94.9,41.39,1.23,9,276
94.9,41.39,1.23,10,184
36.9,5.16,1.33,1,197
36.9,5.16,1.33,2,161
36.9,5.16,1.33,3,133
36.9,5.16,1.33,4,142
36.9,5.16,1.33,5,195
36.9,5.16,1.33,6,190
36.9,5.16,1.33,7,124
36.9,5.16,1.33,8,227
36.9,5.16,1.33,9,243
36.9,5.16,1.33,10,157
42.6,27.56,3.87,1,152
42.6,27.56,3.87,2,131
42.6,27.56,3.87,3,111
42.6,27.56,3.87,4,114
42.6,27.56,3.87,5,167
42.6,27.56,3.87,6,149
42.6,27.56,3.87,7,104
42.6,27.56,3.87,8,181
42.6,27.56,3.87,9,194
42.6,27.56,3.87,10,134
39.6,18.96,2.78,1,170
39.6,18.96,2.78,2,148
39.6,18.96,2.78,3,120
39.6,18.96,2.78,4,123
39.6,18.96,2.78,5,180
39.6,18.96,2.78,6,161
39.6,18.96,2.78,7,115
39.6,18.96,2.78,8,200
39.6,18.96,2.78,9,208
39.6,18.96,2.78,10,139
66.8,50.02,1.04,1,177
66.8,50.02,1.04,2,152
66.8,50.02,1.04,3,128
66.8,50.02,1.04,4,138
66.8,50.02,1.04,5,184
66.8,50.02,1.04,6,169
66.8,50.02,1.04,7,122
66.8,50.02,1.04,8,208
66.8,50.02,1.04,9,220
66.8,50.02,1.04,10,145
93.1,41.28,2.95,1,198
93.1,41.28,2.95,2,169
93.1,41.28,2.95,3,146
93.1,41.28,2.95,4,152
93.1,41.28,2.95,5,205
93.1,41.28,2.95,6,197
93.1,41.28,2.95,7,129
93.1,41.28,2.95,8,239
93.1,41.28,2.95,9,247
93.1,41.28,2.95,10,168
95.5,20.39,4.32,1,217
95.5,20.39,4.32,2,183
95.5,20.39,4.32,3,154
95.5,20.39,4.32,4,155
95.5,20.39,4.32,5,220
95.5,20.39,4.32,6,213
95.5,20.39,4.32,7,137
95.5,20.39,4.32,8,249
95.5,20.39,4.32,9,266
95.5,20.39,4.32,10,176
70.6,36.42,0.76,1,201
70.6,36.42,0.76,2,175
70.6,36.42,0.76,3,149
70.6,36.42,0.76,4,155
70.6,36.42,0.76,5,211
70.6,36.42,0.76,6,197
70.6,36.42,0.76,7,137
70.6,36.42,0.76,8,240
70.6,36.42,0.76,9,254
70.6,36.42,0.76,10,169
93.5,4.7,4.5,1,232
93.5,4.7,4.5,2,190
93.5,4.7,4.5,3,163
93.5,4.7,4.5,4,167
93.5,4.7,4.5,5,241
93.5,4.7,4.5,6,221
93.5,4.7,4.5,7,146
93.5,4.7,4.5,8,271
93.5,4.7,4.5,9,286
93.5,4.7,4.5,10,189
10.5,0.4,2.05,1,154
10.5,0.4,2.05,2,131
10.5,0.4,2.05,3,113
10.5,0.4,2.05,4,120
10.5,0.4,2.05,5,160
10.5,0.4,2.05,6,149
