temperature[F],precipitation[cm/hour],wind[km/hour],i,j,duration[min]
32.2,26.4,4.68,1,2,28.0
32.2,26.4,4.68,1,3,18.34
32.2,26.4,4.68,1,5,34.23
32.2,26.4,4.68,1,7,34.58
32.2,26.4,4.68,1,8,30.95
32.2,26.4,4.68,1,9,9.34
32.2,26.4,4.68,1,10,30.75
32.2,26.4,4.68,2,7,24.39
32.2,26.4,4.68,2,9,26.28
32.2,26.4,4.68,2,10,41.1
32.2,26.4,4.68,3,5,24.95
32.2,26.4,4.68,3,6,38.21
32.2,26.4,4.68,3,8,24.25
32.2,26.4,4.68,3,9,23.01
32.2,26.4,4.68,3,10,34.02
32.2,26.4,4.68,4,7,24.07
32.2,26.4,4.68,4,8,26.77
32.2,26.4,4.68,4,10,16.14
32.2,26.4,4.68,5,6,34.48
32.2,26.4,4.68,5,9,31.29
32.2,26.4,4.68,7,8,28.46
32.2,26.4,4.68,7,10,14.3
32.2,26.4,4.68,8,10,10.48
63.3,8.84,1.54,0,1,6.63
63.3,8.84,1.54,0,2,20.92
63.3,8.84,1.54,0,3,4.66
63.3,8.84,1.54,0,5,17.35
63.3,8.84,1.54,0,7,15.1
63.3,8.84,1.54,0,8,10.92
63.3,8.84,1.54,0,9,11.92
63.3,8.84,1.54,0,10,13.11
63.3,8.84,1.54,1,2,15.11
63.3,8.84,1.54,1,3,9.36
63.3,8.84,1.54,1,5,17.13
63.3,8.84,1.54,1,7,17.18
63.3,8.84,1.54,1,8,16.16
63.3,8.84,1.54,1,9,5.24
63.3,8.84,1.54,1,10,16.12
63.3,8.84,1.54,2,7,13.6
63.3,8.84,1.54,2,9,12.09
63.3,8.84,1.54,2,10,21.95
63.3,8.84,1.54,3,5,13.4
63.3,8.84,1.54,3,6,18.16
63.3,8.84,1.54,3,8,13.76
63.3,8.84,1.54,3,9,12.58
63.3,8.84,1.54,3,10,16.03
63.3,8.84,1.54,4,7,11.01
63.3,8.84,1.54,4,8,12.78
63.3,8.84,1.54,4,10,9.21
63.3,8.84,1.54,5,6,17.04
63.3,8.84,1.54,5,9,15.77
63.3,8.84,1.54,7,8,12.24
63.3,8.84,1.54,7,10,7.7
63.3,8.84,1.54,8,10,5.67
83.8,19.9,3.91,0,1,8.42
83.8,19.9,3.91,0,2,27.5
83.8,19.9,3.91,0,3,6.62
83.8,19.9,3.91,0,5,26.73
83.8,19.9,3.91,0,7,21.2
83.8,19.9,3.91,0,8,17.04
83.8,19.9,3.91,0,9,20.18
83.8,19.9,3.91,0,10,20.76
83.8,19.9,3.91,1,2,19.16
83.8,19.9,3.91,1,3,12.59
83.8,19.9,3.91,1,5,23.45
83.8,19.9,3.91,1,7,25.21
83.8,19.9,3.91,1,8,23.98
83.8,19.9,3.91,1,9,7.02
83.8,19.9,3.91,1,10,22.49
83.8,19.9,3.91,2,7,17.03
83.8,19.9,3.91,2,9,16.7
83.8,19.9,3.91,2,10,34.01
83.8,19.9,3.91,3,5,18.79
83.8,19.9,3.91,3,6,26.65
83.8,19.9,3.91,3,8,18.45
83.8,19.9,3.91,3,9,16.44
83.8,19.9,3.91,3,10,22.31
83.8,19.9,3.91,4,7,15.99
83.8,19.9,3.91,4,8,18.37
83.8,19.9,3.91,4,10,12.38
83.8,19.9,3.91,5,6,22.17
83.8,19.9,3.91,5,9,21.89
83.8,19.9,3.91,7,8,20.8
83.8,19.9,3.91,7,10,10.5
83.8,19.9,3.91,8,10,8.4
79.9,36.59,0.23,0,1,8.73
79.9,36.59,0.23,0,2,25.62
79.9,36.59,0.23,0,3,3.96
79.9,36.59,0.23,0,5,16.87
79.9,36.59,0.23,0,7,20.36
79.9,36.59,0.23,0,8,12.19
79.9,36.59,0.23,0,9,12.09
79.9,36.59,0.23,0,10,12.36
79.9,36.59,0.23,1,2,15.87
79.9,36.59,0.23,1,3,10.49
79.9,36.59,0.23,1,5,16.99
79.9,36.59,0.23,1,7,19.15
79.9,36.59,0.23,1,8,14.24
79.9,36.59,0.23,1,9,4.93
79.9,36.59,0.23,1,10,17.3
79.9,36.59,0.23,2,7,15.08
79.9,36.59,0.23,2,9,13.08
79.9,36.59,0.23,2,10,20.28
79.9,36.59,0.23,3,5,19.22
79.9,36.59,0.23,3,6,19.38
79.9,36.59,0.23,3,8,11.4
79.9,36.59,0.23,3,9,13.64
79.9,36.59,0.23,3,10,21.2
79.9,36.59,0.23,4,7,12.68
79.9,36.59,0.23,4,8,14.28
79.9,36.59,0.23,4,10,6.96
79.9,36.59,0.23,5,6,15.38
79.9,36.59,0.23,5,9,19.42
79.9,36.59,0.23,7,8,13.37
79.9,36.59,0.23,7,10,7.99
79.9,36.59,0.23,8,10,5.95
31.0,49.71,0.61,0,1,13.62
31.0,49.71,0.61,0,2,30.23
31.0,49.71,0.61,0,3,5.68
31.0,49.71,0.61,0,5,23.38
31.0,49.71,0.61,0,7,29.47
31.0,49.71,0.61,0,8,18.12
31.0,49.71,0.61,0,9,16.52
31.0,49.71,0.61,0,10,17.72
31.0,49.71,0.61,1,2,23.39
31.0,49.71,0.61,1,3,14.53
31.0,49.71,0.61,1,5,22.55
31.0,49.71,0.61,1,7,27.91
31.0,49.71,0.61,1,8,20.56
31.0,49.71,0.61,1,9,6.62
31.0,49.71,0.61,1,10,28.95
31.0,49.71,0.61,2,7,21.21
31.0,49.71,0.61,2,9,19.46
31.0,49.71,0.61,2,10,29.24
31.0,49.71,0.61,3,5,22.57
31.0,49.71,0.61,3,6,29.01
31.0,49.71,0.61,3,8,15.99
31.0,49.71,0.61,3,9,16.35
31.0,49.71,0.61,3,10,29.61
31.0,49.71,0.61,4,7,17.23
31.0,49.71,0.61,4,8,18.6
31.0,49.71,0.61,4,10,10.26
31.0,49.71,0.61,5,6,19.54
31.0,49.71,0.61,5,9,26.8
31.0,49.71,0.61,7,8,20.5
31.0,49.71,0.61,7,10,11.97
31.0,49.71,0.61,8,10,9.34
46.4,59.49,1.79,0,1,13.66
46.4,59.49,1.79,0,2,34.37
46.4,59.49,1.79,0,3,5.85
46.4,59.49,1.79,0,5,26.47
46.4,59.49,1.79,0,7,29.67
46.4,59.49,1.79,0,8,19.07
46.4,59.49,1.79,0,9,18.6
46.4,59.49,1.79,0,10,18.94
46.4,59.49,1.79,1,2,26.63
46.4,59.49,1.79,1,3,14.83
46.4,59.49,1.79,1,5,22.94
46.4,59.49,1.79,1,7,28.99
46.4,59.49,1.79,1,8,25.31
46.4,59.49,1.79,1,9,7.19
46.4,59.49,1.79,1,10,27.54
46.4,59.49,1.79,2,7,20.9
46.4,59.49,1.79,2,9,17.92
46.4,59.49,1.79,2,10,31.79
46.4,59.49,1.79,3,5,23.11
46.4,59.49,1.79,3,6,31.82
46.4,59.49,1.79,3,8,18.28
46.4,59.49,1.79,3,9,19.72
46.4,59.49,1.79,3,10,32.87
46.4,59.49,1.79,4,7,17.92
46.4,59.49,1.79,4,8,19.76
46.4,59.49,1.79,4,10,10.84
46.4,59.49,1.79,5,6,23.76
46.4,59.49,1.79,5,9,23.84
46.4,59.49,1.79,7,8,22.02
46.4,59.49,1.79,7,10,12.84
46.4,59.49,1.79,8,10,9.55
80.4,38.62,2.53,0,1,9.86
80.4,38.62,2.53,0,2,30.05
80.4,38.62,2.53,0,3,6.45
80.4,38.62,2.53,0,5,26.9
80.4,38.62,2.53,0,7,26.88
80.4,38.62,2.53,0,8,18.42
80.4,38.62,2.53,0,9,17.87
80.4,38.62,2.53,0,10,19.96
80.4,38.62,2.53,1,2,21.05
80.4,38.62,2.53,1,3,13.91
80.4,38.62,2.53,1,5,25.2
80.4,38.62,2.53,1,7,24.69
80.4,38.62,2.53,1,8,22.69
80.4,38.62,2.53,1,9,7.66
80.4,38.62,2.53,1,10,25.2
80.4,38.62,2.53,2,7,20.41
80.4,38.62,2.53,2,9,15.96
80.4,38.62,2.53,2,10,31.89
80.4,38.62,2.53,3,5,23.95
80.4,38.62,2.53,3,6,28.46
80.4,38.62,2.53,3,8,16.0
80.4,38.62,2.53,3,9,16.99
80.4,38.62,2.53,3,10,26.53
80.4,38.62,2.53,4,7,17.85
80.4,38.62,2.53,4,8,17.95
80.4,38.62,2.53,4,10,11.77
80.4,38.62,2.53,5,6,25.05
80.4,38.62,2.53,5,9,22.7
80.4,38.62,2.53,7,8,20.74
80.4,38.62,2.53,7,10,10.73
80.4,38.62,2.53,8,10,8.67
46.8,58.05,0.72,0,1,11.11
46.8,58.05,0.72,0,2,33.29
46.8,58.05,0.72,0,3,4.66
46.8,58.05,0.72,0,5,21.52
46.8,58.05,0.72,0,7,24.44
46.8,58.05,0.72,0,8,14.34
46.8,58.05,0.72,0,9,16.11
46.8,58.05,0.72,0,10,13.05
46.8,58.05,0.72,1,2,21.75
46.8,58.05,0.72,1,3,14.41
46.8,58.05,0.72,1,5,18.32
46.8,58.05,0.72,1,7,23.33
46.8,58.05,0.72,1,8,17.85
46.8,58.05,0.72,1,9,5.62
46.8,58.05,0.72,1,10,22.98
46.8,58.05,0.72,2,7,18.88
46.8,58.05,0.72,2,9,14.69
46.8,58.05,0.72,2,10,29.01
46.8,58.05,0.72,3,5,22.35
46.8,58.05,0.72,3,6,23.73
46.8,58.05,0.72,3,8,13.45
46.8,58.05,0.72,3,9,14.58
46.8,58.05,0.72,3,10,24.91
46.8,58.05,0.72,4,7,16.0
46.8,58.05,0.72,4,8,17.93
46.8,58.05,0.72,4,10,10.07
46.8,58.05,0.72,5,6,16.12
46.8,58.05,0.72,5,9,22.35
46.8,58.05,0.72,7,8,17.42
46.8,58.05,0.72,7,10,9.42
46.8,58.05,0.72,8,10,7.12
80.5,16.62,4.46,0,1,8.62
80.5,16.62,4.46,0,2,24.34
80.5,16.62,4.46,0,3,7.01
80.5,16.62,4.46,0,5,29.18
80.5,16.62,4.46,0,7,20.41
80.5,16.62,4.46,0,8,17.69
80.5,16.62,4.46,0,9,20.91
80.5,16.62,4.46,0,10,21.26
80.5,16.62,4.46,1,2,18.59
80.5,16.62,4.46,1,3,13.52
80.5,16.62,4.46,1,5,23.9
80.5,16.62,4.46,1,7,24.35
80.5,16.62,4.46,1,8,25.51
80.5,16.62,4.46,1,9,6.96
80.5,16.62,4.46,1,10,21.48
80.5,16.62,4.46,2,7,16.69
80.5,16.62,4.46,2,9,17.57
80.5,16.62,4.46,2,10,31.96
80.5,16.62,4.46,3,5,21.2
80.5,16.62,4.46,3,6,27.7
80.5,16.62,4.46,3,8,19.56
80.5,16.62,4.46,3,9,16.29
80.5,16.62,4.46,3,10,22.78
80.5,16.62,4.46,4,7,17.24
80.5,16.62,4.46,4,8,18.09
80.5,16.62,4.46,4,10,11.61
80.5,16.62,4.46,5,6,27.44
80.5,16.62,4.46,5,9,23.8
80.5,16.62,4.46,7,8,21.7
80.5,16.62,4.46,7,10,11.33
80.5,16.62,4.46,8,10,8.34
44.5,20.47,0.21,0,1,7.91
44.5,20.47,0.21,0,2,21.77
44.5,20.47,0.21,0,3,3.53
44.5,20.47,0.21,0,5,17.35
44.5,20.47,0.21,0,7,17.87
44.5,20.47,0.21,0,8,11.28
44.5,20.47,0.21,0,9,11.1
44.5,20.47,0.21,0,10,10.52
44.5,20.47,0.21,1,2,13.53
44.5,20.47,0.21,1,3,8.95
44.5,20.47,0.21,1,5,16.14
44.5,20.47,0.21,1,7,17.26
44.5,20.47,0.21,1,8,15.68
44.5,20.47,0.21,1,9,4.26
44.5,20.47,0.21,1,10,16.96
44.5,20.47,0.21,2,7,13.02
44.5,20.47,0.21,2,9,11.31
44.5,20.47,0.21,2,10,17.53
44.5,20.47,0.21,3,5,14.78
44.5,20.47,0.21,3,6,15.95
44.5,20.47,0.21,3,8,11.51
44.5,20.47,0.21,3,9,10.95
44.5,20.47,0.21,3,10,16.16
44.5,20.47,0.21,4,7,11.04
44.5,20.47,0.21,4,8,10.82
44.5,20.47,0.21,4,10,7.73
44.5,20.47,0.21,5,6,12.83
44.5,20.47,0.21,5,9,14.67
44.5,20.47,0.21,7,8,11.77
44.5,20.47,0.21,7,10,7.54
44.5,20.47,0.21,8,10,5.05
47.7,52.64,3.56,0,1,12.62
47.7,52.64,3.56,0,2,42.22
47.7,52.64,3.56,0,3,8.37
47.7,52.64,3.56,0,5,32.44
47.7,52.64,3.56,0,7,33.1
47.7,52.64,3.56,0,8,21.68
47.7,52.64,3.56,0,9,25.54
47.7,52.64,3.56,0,10,21.08
47.7,52.64,3.56,1,2,29.91
47.7,52.64,3.56,1,3,16.62
47.7,52.64,3.56,1,5,29.67
47.7,52.64,3.56,1,7,34.3
47.7,52.64,3.56,1,8,34.14
47.7,52.64,3.56,1,9,9.64
47.7,52.64,3.56,1,10,33.29
47.7,52.64,3.56,2,7,25.7
47.7,52.64,3.56,2,9,22.76
47.7,52.64,3.56,2,10,41.73
47.7,52.64,3.56,3,5,29.69
47.7,52.64,3.56,3,6,35.37
47.7,52.64,3.56,3,8,21.74
47.7,52.64,3.56,3,9,22.05
47.7,52.64,3.56,3,10,30.87
47.7,52.64,3.56,4,7,24.32
47.7,52.64,3.56,4,8,22.71
47.7,52.64,3.56,4,10,14.32
47.7,52.64,3.56,5,6,28.47
47.7,52.64,3.56,5,9,30.77
47.7,52.64,3.56,7,8,24.7
47.7,52.64,3.56,7,10,15.49
47.7,52.64,3.56,8,10,11.93
12.8,56.96,2.83,0,1,16.38
12.8,56.96,2.83,0,2,41.81
12.8,56.96,2.83,0,3,9.87
12.8,56.96,2.83,0,5,34.23
12.8,56.96,2.83,0,7,42.63
12.8,56.96,2.83,0,8,29.12
12.8,56.96,2.83,0,9,27.79
12.8,56.96,2.83,0,10,28.9
12.8,56.96,2.83,1,2,37.04
12.8,56.96,2.83,1,3,19.33
12.8,56.96,2.83,1,5,40.91
12.8,56.96,2.83,1,7,38.85
12.8,56.96,2.83,1,8,35.24
12.8,56.96,2.83,1,9,9.85
12.8,56.96,2.83,1,10,35.54
12.8,56.96,2.83,2,7,29.0
12.8,56.96,2.83,2,9,27.74
12.8,56.96,2.83,2,10,50.36
12.8,56.96,2.83,3,5,35.61
12.8,56.96,2.83,3,6,40.23
12.8,56.96,2.83,3,8,26.66
12.8,56.96,2.83,3,9,26.98
12.8,56.96,2.83,3,10,37.71
12.8,56.96,2.83,4,7,26.98
12.8,56.96,2.83,4,8,28.58
12.8,56.96,2.83,4,10,18.81
12.8,56.96,2.83,5,6,30.31
12.8,56.96,2.83,5,9,38.08
12.8,56.96,2.83,7,8,29.95
12.8,56.96,2.83,7,10,16.63
12.8,56.96,2.83,8,10,11.86
10.5,40.57,3.8,0,1,17.45
10.5,40.57,3.8,0,2,42.27
10.5,40.57,3.8,0,3,9.75
10.5,40.57,3.8,0,5,37.07
10.5,40.57,3.8,0,7,40.04
10.5,40.57,3.8,0,8,26.43
10.5,40.57,3.8,0,9,29.53
10.5,40.57,3.8,0,10,30.93
10.5,40.57,3.8,1,2,35.52
10.5,40.57,3.8,1,3,20.29
10.5,40.57,3.8,1,5,39.85
10.5,40.57,3.8,1,7,39.39
10.5,40.57,3.8,1,8,38.13
10.5,40.57,3.8,1,9,10.87
10.5,40.57,3.8,1,10,34.99
10.5,40.57,3.8,2,7,29.19
10.5,40.57,3.8,2,9,28.29
10.5,40.57,3.8,2,10,47.98
10.5,40.57,3.8,3,5,31.33
10.5,40.57,3.8,3,6,45.52
10.5,40.57,3.8,3,8,26.41
10.5,40.57,3.8,3,9,27.39
10.5,40.57,3.8,3,10,39.9
10.5,40.57,3.8,4,7,27.0
10.5,40.57,3.8,4,8,27.86
10.5,40.57,3.8,4,10,17.85
10.5,40.57,3.8,5,6,32.26
10.5,40.57,3.8,5,9,36.89
10.5,40.57,3.8,7,8,31.31
10.5,40.57,3.8,7,10,18.27
10.5,40.57,3.8,8,10,13.98
48.4,22.81,0.03,0,1,7.76
48.4,22.81,0.03,0,2,21.08
48.4,22.81,0.03,0,3,4.04
48.4,22.81,0.03,0,5,16.68
48.4,22.81,0.03,0,7,19.41
48.4,22.81,0.03,0,8,10.15
48.4,22.81,0.03,0,9,10.74
48.4,22.81,0.03,0,10,10.88
48.4,22.81,0.03,1,2,13.35
48.4,22.81,0.03,1,3,9.95
48.4,22.81,0.03,1,5,14.36
48.4,22.81,0.03,1,7,16.03
48.4,22.81,0.03,1,8,14.87
48.4,22.81,0.03,1,9,4.51
48.4,22.81,0.03,1,10,15.76
48.4,22.81,0.03,2,7,13.23
48.4,22.81,0.03,2,9,12.25
48.4,22.81,0.03,2,10,18.88
48.4,22.81,0.03,3,5,15.99
48.4,22.81,0.03,3,6,15.69
48.4,22.81,0.03,3,8,10.93
48.4,22.81,0.03,3,9,11.54
48.4,22.81,0.03,3,10,19.14
48.4,22.81,0.03,4,7,9.48
48.4,22.81,0.03,4,8,12.58
48.4,22.81,0.03,4,10,6.88
48.4,22.81,0.03,5,6,13.72
48.4,22.81,0.03,5,9,15.26
48.4,22.81,0.03,7,8,10.71
48.4,22.81,0.03,7,10,6.58
48.4,22.81,0.03,8,10,5.93
42.2,22.1,1.63,0,1,8.1
42.2,22.1,1.63,0,2,24.73
42.2,22.1,1.63,0,3,5.05
42.2,22.1,1.63,0,5,19.09
42.2,22.1,1.63,0,7,19.86
42.2,22.1,1.63,0,8,14.21
42.2,22.1,1.63,0,9,15.77
42.2,22.1,1.63,0,10,15.58
42.2,22.1,1.63,1,2,15.35
42.2,22.1,1.63,1,3,11.29
42.2,22.1,1.63,1,5,19.45
42.2,22.1,1.63,1,7,21.32
42.2,22.1,1.63,1,8,19.27
42.2,22.1,1.63,1,9,5.1
42.2,22.1,1.63,1,10,18.87
42.2,22.1,1.63,2,7,14.11
42.2,22.1,1.63,2,9,14.55
42.2,22.1,1.63,2,10,25.16
42.2,22.1,1.63,3,5,18.98
42.2,22.1,1.63,3,6,20.89
42.2,22.1,1.63,3,8,12.6
42.2,22.1,1.63,3,9,12.78
42.2,22.1,1.63,3,10,21.99
42.2,22.1,1.63,4,7,13.99
42.2,22.1,1.63,4,8,14.64
42.2,22.1,1.63,4,10,9.98
42.2,22.1,1.63,5,6,17.52
42.2,22.1,1.63,5,9,20.75
42.2,22.1,1.63,7,8,14.29
42.2,22.1,1.63,7,10,8.86
42.2,22.1,1.63,8,10,6.04
43.9,26.38,3.96,0,1,10.83
43.9,26.38,3.96,0,2,30.75
43.9,26.38,3.96,0,3,6.95
43.9,26.38,3.96,0,5,28.38
43.9,26.38,3.96,0,7,25.58
43.9,26.38,3.96,0,8,19.01
43.9,26.38,3.96,0,9,22.62
43.9,26.38,3.96,0,10,18.77
43.9,26.38,3.96,1,2,22.66
43.9,26.38,3.96,1,3,14.07
43.9,26.38,3.96,1,5,23.81
43.9,26.38,3.96,1,7,25.53
43.9,26.38,3.96,1,8,25.19
43.9,26.38,3.96,1,9,7.04
43.9,26.38,3.96,1,10,24.54
43.9,26.38,3.96,2,7,19.67
43.9,26.38,3.96,2,9,19.81
43.9,26.38,3.96,2,10,30.68
43.9,26.38,3.96,3,5,20.1
43.9,26.38,3.96,3,6,30.49
43.9,26.38,3.96,3,8,17.27
43.9,26.38,3.96,3,9,16.59
43.9,26.38,3.96,3,10,26.23
43.9,26.38,3.96,4,7,19.29
43.9,26.38,3.96,4,8,20.89
43.9,26.38,3.96,4,10,11.73
43.9,26.38,3.96,5,6,24.7
43.9,26.38,3.96,5,9,24.82
43.9,26.38,3.96,7,8,20.37
43.9,26.38,3.96,7,10,11.81
43.9,26.38,3.96,8,10,8.28
98.3,19.03,0.0,0,1,6.88
98.3,19.03,0.0,0,2,19.59
98.3,19.03,0.0,0,3,4.06
98.3,19.03,0.0,0,5,15.42
98.3,19.03,0.0,0,7,17.05
98.3,19.03,0.0,0,8,9.55
98.3,19.03,0.0,0,9,10.36
98.3,19.03,0.0,0,10,11.57
98.3,19.03,0.0,1,2,13.21
98.3,19.03,0.0,1,3,9.86
98.3,19.03,0.0,1,5,16.08
98.3,19.03,0.0,1,7,14.87
98.3,19.03,0.0,1,8,14.02
98.3,19.03,0.0,1,9,4.37
98.3,19.03,0.0,1,10,14.68
98.3,19.03,0.0,2,7,13.97
98.3,19.03,0.0,2,9,12.57
98.3,19.03,0.0,2,10,17.35
98.3,19.03,0.0,3,5,15.82
98.3,19.03,0.0,3,6,14.24
98.3,19.03,0.0,3,8,10.28
98.3,19.03,0.0,3,9,12.24
98.3,19.03,0.0,3,10,17.59
98.3,19.03,0.0,4,7,10.07
98.3,19.03,0.0,4,8,11.04
98.3,19.03,0.0,4,10,7.02
98.3,19.03,0.0,5,6,14.16
98.3,19.03,0.0,5,9,16.49
98.3,19.03,0.0,7,8,10.46
98.3,19.03,0.0,7,10,7.37
98.3,19.03,0.0,8,10,5.64
80.4,22.49,2.04,0,1,8.18
80.4,22.49,2.04,0,2,26.31
80.4,22.49,2.04,0,3,5.17
80.4,22.49,2.04,0,5,21.7
80.4,22.49,2.04,0,7,22.62
80.4,22.49,2.04,0,8,15.24
80.4,22.49,2.04,0,9,16.8
80.4,22.49,2.04,0,10,15.54
80.4,22.49,2.04,1,2,18.69
80.4,22.49,2.04,1,3,12.14
80.4,22.49,2.04,1,5,19.65
80.4,22.49,2.04,1,7,21.81
80.4,22.49,2.04,1,8,20.34
80.4,22.49,2.04,1,9,6.41
80.4,22.49,2.04,1,10,19.46
80.4,22.49,2.04,2,7,15.68
80.4,22.49,2.04,2,9,15.59
80.4,22.49,2.04,2,10,24.35
80.4,22.49,2.04,3,5,17.47
80.4,22.49,2.04,3,6,23.12
80.4,22.49,2.04,3,8,14.34
80.4,22.49,2.04,3,9,14.59
80.4,22.49,2.04,3,10,23.28
80.4,22.49,2.04,4,7,12.95
80.4,22.49,2.04,4,8,14.94
80.4,22.49,2.04,4,10,9.89
80.4,22.49,2.04,5,6,20.07
80.4,22.49,2.04,5,9,20.41
80.4,22.49,2.04,7,8,14.64
80.4,22.49,2.04,7,10,10.34
80.4,22.49,2.04,8,10,6.92
31.0,23.11,1.66,0,1,10.86
31.0,23.11,1.66,0,2,29.47
31.0,23.11,1.66,0,3,5.89
31.0,23.11,1.66,0,5,23.26
31.0,23.11,1.66,0,7,25.36
31.0,23.11,1.66,0,8,17.96
31.0,23.11,1.66,0,9,18.78
31.0,23.11,1.66,0,10,17.5
31.0,23.11,1.66,1,2,22.28
31.0,23.11,1.66,1,3,13.56
31.0,23.11,1.66,1,5,23.12
31.0,23.11,1.66,1,7,26.14
31.0,23.11,1.66,1,8,23.11
31.0,23.11,1.66,1,9,6.4
31.0,23.11,1.66,1,10,22.56
31.0,23.11,1.66,2,7,20.42
31.0,23.11,1.66,2,9,17.44
31.0,23.11,1.66,2,10,27.06
31.0,23.11,1.66,3,5,20.55
31.0,23.11,1.66,3,6,27.59
31.0,23.11,1.66,3,8,18.23
31.0,23.11,1.66,3,9,17.86
31.0,23.11,1.66,3,10,26.96
31.0,23.11,1.66,4,7,15.45
31.0,23.11,1.66,4,8,18.95
31.0,23.11,1.66,4,10,10.68
31.0,23.11,1.66,5,6,22.96
31.0,23.11,1.66,5,9,26.79
31.0,23.11,1.66,7,8,19.07
31.0,23.11,1.66,7,10,11.94
31.0,23.11,1.66,8,10,7.96
98.0,52.44,0.78,0,1,10.2
98.0,52.44,0.78,0,2,30.86
98.0,52.44,0.78,0,3,4.9
98.0,52.44,0.78,0,5,19.34
98.0,52.44,0.78,0,7,23.27
98.0,52.44,0.78,0,8,16.25
98.0,52.44,0.78,0,9,15.33
98.0,52.44,0.78,0,10,14.83
98.0,52.44,0.78,1,2,22.44
98.0,52.44,0.78,1,3,12.16
98.0,52.44,0.78,1,5,19.09
98.0,52.44,0.78,1,7,22.85
98.0,52.44,0.78,1,8,20.9
98.0,52.44,0.78,1,9,5.65
98.0,52.44,0.78,1,10,25.07
98.0,52.44,0.78,2,7,18.47
98.0,52.44,0.78,2,9,13.21
98.0,52.44,0.78,2,10,25.04
98.0,52.44,0.78,3,5,20.85
98.0,52.44,0.78,3,6,23.47
98.0,52.44,0.78,3,8,14.2
98.0,52.44,0.78,3,9,14.16
98.0,52.44,0.78,3,10,23.65
98.0,52.44,0.78,4,7,15.73
98.0,52.44,0.78,4,8,14.52
98.0,52.44,0.78,4,10,8.7
98.0,52.44,0.78,5,6,16.28
98.0,52.44,0.78,5,9,19.77
98.0,52.44,0.78,7,8,14.86
98.0,52.44,0.78,7,10,9.79
98.0,52.44,0.78,8,10,7.44
88.5,55.17,4.13,0,1,16.08
88.5,55.17,4.13,0,2,44.69
88.5,55.17,4.13,0,3,8.82
88.5,55.17,4.13,0,5,38.59
88.5,55.17,4.13,0,7,36.05
88.5,55.17,4.13,0,8,24.39
88.5,55.17,4.13,0,9,28.53
88.5,55.17,4.13,0,10,27.78
88.5,55.17,4.13,1,2,30.75
88.5,55.17,4.13,1,3,19.2
88.5,55.17,4.13,1,5,33.48
88.5,55.17,4.13,1,7,37.79
88.5,55.17,4.13,1,8,33.67
88.5,55.17,4.13,1,9,10.34
88.5,55.17,4.13,1,10,37.21
88.5,55.17,4.13,2,7,28.25
88.5,55.17,4.13,2,9,22.01
88.5,55.17,4.13,2,10,40.47
88.5,55.17,4.13,3,5,33.4
88.5,55.17,4.13,3,6,39.62
88.5,55.17,4.13,3,8,21.82
88.5,55.17,4.13,3,9,23.22
88.5,55.17,4.13,3,10,37.76
88.5,55.17,4.13,4,7,23.22
88.5,55.17,4.13,4,8,25.05
88.5,55.17,4.13,4,10,16.59
88.5,55.17,4.13,5,6,33.64
88.5,55.17,4.13,5,9,32.96
88.5,55.17,4.13,7,8,29.72
88.5,55.17,4.13,7,10,15.15
88.5,55.17,4.13,8,10,12.91
75.2,4.01,4.79,0,1,7.4
75.2,4.01,4.79,0,2,21.46
75.2,4.01,4.79,0,3,6.54
75.2,4.01,4.79,0,5,25.36
75.2,4.01,4.79,0,7,18.28
75.2,4.01,4.79,0,8,16.37
75.2,4.01,4.79,0,9,19.72
75.2,4.01,4.79,0,10,19.67
75.2,4.01,4.79,1,2,16.54
75.2,4.01,4.79,1,3,10.01
75.2,4.01,4.79,1,5,20.41
75.2,4.01,4.79,1,7,23.0
75.2,4.01,4.79,1,8,22.8
75.2,4.01,4.79,1,9,6.26
75.2,4.01,4.79,1,10,20.1
75.2,4.01,4.79,2,7,13.22
75.2,4.01,4.79,2,9,15.74
75.2,4.01,4.79,2,10,28.5
75.2,4.01,4.79,3,5,14.99
75.2,4.01,4.79,3,6,25.0
75.2,4.01,4.79,3,8,15.33
75.2,4.01,4.79,3,9,12.91
75.2,4.01,4.79,3,10,20.02
75.2,4.01,4.79,4,7,15.68
75.2,4.01,4.79,4,8,14.27
75.2,4.01,4.79,4,10,10.07
75.2,4.01,4.79,5,6,21.9
75.2,4.01,4.79,5,9,18.42
75.2,4.01,4.79,7,8,17.64
75.2,4.01,4.79,7,10,9.06
75.2,4.01,4.79,8,10,7.57
95.5,11.78,3.65,0,1,7.1
95.5,11.78,3.65,0,2,25.14
95.5,11.78,3.65,0,3,6.74
95.5,11.78,3.65,0,5,22.48
95.5,11.78,3.65,0,7,20.08
95.5,11.78,3.65,0,8,15.46
95.5,11.78,3.65,0,9,16.54
95.5,11.78,3.65,0,10,16.49
95.5,11.78,3.65,1,2,18.55
95.5,11.78,3.65,1,3,10.27
95.5,11.78,3.65,1,5,20.74
95.5,11.78,3.65,1,7,23.06
95.5,11.78,3.65,1,8,23.49
95.5,11.78,3.65,1,9,7.0
95.5,11.78,3.65,1,10,21.4
95.5,11.78,3.65,2,7,15.37
95.5,11.78,3.65,2,9,16.61
95.5,11.78,3.65,2,10,30.22
95.5,11.78,3.65,3,5,15.87
95.5,11.78,3.65,3,6,23.82
95.5,11.78,3.65,3,8,15.43
95.5,11.78,3.65,3,9,13.67
95.5,11.78,3.65,3,10,22.09
95.5,11.78,3.65,4,7,16.21
